TIPO DE AVISO;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre
;INIC ENPT;Semestre;1159692;;2012-01-20 00:00:00;2012-01-20 00:00:00;2013-12-12 00:00:00
;INIC ENPT;Semestre;1159692;;2012-01-20 00:00:00;2012-01-20 00:00:00;2013-12-12 00:00:00
;INIC;Tres años;1626919;19880002;2010-07-21 00:00:00;2010-07-21 00:00:00;2010-09-10 00:00:00
;INIC ENPT;Año;2564126;19880001;2014-09-27 00:00:00;2014-09-27 00:00:00;2014-12-27 00:00:00
;CPRO ENPT;Año;1158101;19882676;2012-01-21 00:00:00;2012-01-21 00:00:00;2013-05-08 00:00:00
;INIC ENPT;Tres años;2564158;19879999;2014-09-27 00:00:00;2014-09-27 00:00:00;2015-07-08 00:00:00
;INIC;Semestre;1801847;19879998;2006-03-27 00:00:00;2006-03-27 00:00:00;2006-06-01 00:00:00
;COPE ENPT GRED;Trimestre;1158027;19870365;2012-01-21 00:00:00;2012-01-21 00:00:00;2012-04-08 00:00:00
;INIC;Tres años;1626913;19879997;2010-07-21 00:00:00;2010-07-21 00:00:00;2010-09-10 00:00:00
;INIC;Tres años;1626913;19879997;2010-07-21 00:00:00;2010-07-21 00:00:00;2010-09-10 00:00:00
;INIC;Dos años;2439059;19879997;2017-09-10 00:00:00;2017-09-15 00:00:00;2018-01-20 00:00:00
;INIC;Tres años;1626765;19879995;2010-07-22 00:00:00;2010-07-22 00:00:00;2010-09-07 00:00:00
;CPRO;Tres años;1848639;19879994;2004-09-03 00:00:00;2004-09-03 00:00:00;2005-01-14 00:00:00
;INIC;Tres años;1626763;19879994;2010-07-22 00:00:00;2010-07-22 00:00:00;2010-09-09 00:00:00
;INIC ENPT;Tres años;2564150;19879994;2014-09-27 00:00:00;2014-09-27 00:00:00;2015-07-08 00:00:00
;PROY;Mes;1838783;19879993;2004-11-21 00:00:00;2004-11-21 00:00:00;2005-01-14 00:00:00
;INIC;Año;1724709;19879993;2008-02-07 00:00:00;2008-02-07 00:00:00;2008-09-25 00:00:00
;CTER;Semestre;1683608;19879993;2009-03-01 00:00:00;2009-03-01 00:00:00;2009-06-14 00:00:00
;CTER;Semestre;1683608;19879993;2009-03-01 00:00:00;2009-03-01 00:00:00;2009-06-14 00:00:00
;INIC;Tres años;1626908;19879993;2010-07-21 00:00:00;2010-07-21 00:00:00;2010-09-10 00:00:00
;INIC;Tres años;1626908;19879993;2010-07-21 00:00:00;2010-07-21 00:00:00;2010-09-10 00:00:00
;CTER;Año;2564174;19879993;2014-09-27 00:00:00;2014-09-27 00:00:00;2015-01-02 00:00:00
;INIC COND;Semestre;2523973;19879993;2015-08-07 00:00:00;2015-08-07 00:00:00;2015-11-26 00:00:00
;INIC;Dos años;2439107;19879993;2017-09-10 00:00:00;2017-09-15 00:00:00;
;INIC;Dos años;2439058;19879993;2017-09-10 00:00:00;2017-09-15 00:00:00;2018-01-20 00:00:00
;INIC;Dos años;2398814;19879993;2018-07-25 00:00:00;2018-08-04 00:00:00;
;INIC;Tres años;2438280;19879992;2017-09-28 00:00:00;2017-09-28 00:00:00;2018-01-20 00:00:00
;INIC;Año;1335791;19879992;2011-08-05 00:00:00;2011-08-05 00:00:00;2012-03-02 00:00:00
;INIC;Año;1716918;19879991;2008-06-06 00:00:00;2008-06-06 00:00:00;2009-01-17 00:00:00
;INIC;Dos años;2455626;19879991;2017-05-31 00:00:00;2017-06-04 00:00:00;2017-07-06 00:00:00
;INIC;Dos años;2439095;19879990;2017-09-10 00:00:00;2017-09-15 00:00:00;2018-03-04 00:00:00
;INIC;Dos años;2439057;19879989;2017-09-10 00:00:00;2017-09-15 00:00:00;2018-01-20 00:00:00
;INIC ENPT;Tres años;1626902;19879988;2010-07-21 00:00:00;2010-07-21 00:00:00;2011-12-07 00:00:00
;INIC;Dos años;2439099;19879988;2017-09-10 00:00:00;2017-09-15 00:00:00;2019-05-18 00:00:00
;INIC;Dos años;2439056;19879988;2017-09-10 00:00:00;2017-09-15 00:00:00;2018-01-20 00:00:00
;INIC;Semana;2396075;19879988;2018-08-26 00:00:00;2018-08-26 00:00:00;2018-09-27 00:00:00
;COPE;Semestre;1866662;19879986;2004-02-21 00:00:00;2004-02-21 00:00:00;2004-07-25 00:00:00
;INIC;Año;2415766;19879986;2018-04-01 00:00:00;2018-04-01 00:00:00;2019-02-20 00:00:00
;INIC;Trimestre;2390509;19879986;2018-12-03 00:00:00;2018-12-03 00:00:00;2019-02-07 00:00:00
;INIC;Semana;2370321;19879984;2019-03-31 00:00:00;2019-05-09 00:00:00;2019-05-10 00:00:00
;INIC;Semana;2370321;19879984;2019-03-31 00:00:00;2019-03-31 00:00:00;2019-05-10 00:00:00
;INIC;Mes;1683606;19879982;2009-03-01 00:00:00;2009-03-01 00:00:00;2009-05-10 00:00:00
;INIC;Dos años;2439055;19879982;2017-09-10 00:00:00;2017-09-15 00:00:00;2018-01-20 00:00:00
;INIC;Año;2418229;19879982;2018-02-28 00:00:00;2018-02-28 00:00:00;2018-11-17 00:00:00
;CTER;Mes;1769722;19879981;2007-02-17 00:00:00;2007-02-17 00:00:00;2007-04-11 00:00:00
;INIC;Seis años;1626241;19879981;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC ENPT;Año;2564076;19879981;2014-09-27 00:00:00;2014-09-28 00:00:00;2015-07-08 00:00:00
;INIC REAN;Semestre;2444961;19879981;2017-07-29 00:00:00;2017-07-29 00:00:00;2017-09-15 00:00:00
;INIC;Año;1714521;19879980;2008-07-10 00:00:00;2008-07-10 00:00:00;2008-10-04 00:00:00
;INIC;Año;2969356;19879980;2014-02-14 00:00:00;2014-02-14 00:00:00;2015-09-09 00:00:00
;INIC;Año;2571492;19879980;2014-08-15 00:00:00;2014-08-15 00:00:00;2015-01-14 00:00:00
;INIC ENPT;Semestre;1153751;19599915;2012-01-26 00:00:00;2012-01-26 00:00:00;2012-02-12 00:00:00
;INIC ENPT;Semestre;1153749;19599914;2012-01-26 00:00:00;2012-01-26 00:00:00;2012-02-12 00:00:00
;INIC;Seis años;1111940;19879980;2012-06-24 00:00:00;2012-06-24 00:00:00;2012-12-29 00:00:00
;INIC;Año;1111935;19879980;2012-06-24 00:00:00;2012-06-24 00:00:00;2013-10-18 00:00:00
;CPRO;Mes;1851817;19879979;2004-06-12 00:00:00;2004-07-07 00:00:00;2004-11-06 00:00:00
;CPRO;Semestre;1773342;19879979;2007-01-05 00:00:00;2007-01-05 00:00:00;2007-06-07 00:00:00
;INIC;Mes;1149857;19896138;2012-01-28 00:00:00;2012-01-28 00:00:00;2012-02-18 00:00:00
;CCLI;Semestre;1770854;19879979;2007-01-28 00:00:00;2007-01-28 00:00:00;2007-09-12 00:00:00
;INIC;Semestre;1751403;19879979;2007-09-06 00:00:00;2007-09-06 00:00:00;2007-09-15 00:00:00
;INIC;;1746682;19879979;2007-10-07 00:00:00;2007-10-07 00:00:00;2007-10-11 00:00:00
;INIC;Año;1722308;19879979;2008-03-12 00:00:00;2008-03-12 00:00:00;2008-10-04 00:00:00
;INIC;Semestre;1714802;19879979;2008-07-08 00:00:00;2008-07-08 00:00:00;2008-10-04 00:00:00
;INIC;Semestre;1706327;19879979;2008-10-04 00:00:00;2008-10-04 00:00:00;2009-01-03 00:00:00
;INIC;Año;2969352;19879979;2014-02-14 00:00:00;2014-02-14 00:00:00;2015-09-09 00:00:00
;INIC;Año;2574780;19879979;2014-08-01 00:00:00;2014-08-01 00:00:00;2014-11-14 00:00:00
;INIC COND;Trimestre;2567038;19879979;2014-09-14 00:00:00;2014-09-14 00:00:00;2014-12-07 00:00:00
;INIC;Seis años;1111933;19879979;2012-06-24 00:00:00;2012-06-24 00:00:00;2012-12-29 00:00:00
;CPRO ENPT;Semestre;1141382;;2012-01-31 00:00:00;2012-01-31 00:00:00;2012-12-30 00:00:00
;CPRO;Semestre;1138362;;2012-02-02 00:00:00;2012-02-02 00:00:00;2012-09-29 00:00:00
;INIC;Año;1138361;;2012-02-02 00:00:00;2012-02-02 00:00:00;2012-10-11 00:00:00
;INIC;Tres años;1138359;;2012-02-02 00:00:00;2012-02-02 00:00:00;2013-04-11 00:00:00
;CTER ENPT;Tres años;1138358;;2012-02-02 00:00:00;2012-02-02 00:00:00;2013-12-21 00:00:00
;INIC;Tres años;1138357;;2012-02-02 00:00:00;2012-02-02 00:00:00;2014-01-12 00:00:00
;INIC;Seis años;1626222;19879978;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC ENPT;Semestre;1138324;17999969;2012-02-02 00:00:00;2012-02-02 00:00:00;2012-11-14 00:00:00
;INIC ENPT;Año;2564074;19879978;2014-09-27 00:00:00;2014-09-28 00:00:00;2015-07-08 00:00:00
;INIC ENPT;Semestre;1136828;19876772;2012-02-03 00:00:00;2012-02-03 00:00:00;2012-11-10 00:00:00
;INIC ENPT;Semestre;1135315;19797545;2012-02-05 00:00:00;2012-02-05 00:00:00;2012-06-15 00:00:00
;CTER;Tres años;1111936;19879978;2012-06-24 00:00:00;2012-06-24 00:00:00;2013-07-05 00:00:00
;INIC;Año;1726463;19879977;2008-01-17 00:00:00;2008-01-17 00:00:00;2008-10-04 00:00:00
;CPRO;Año;2439231;19879977;2017-09-10 00:00:00;2017-09-14 00:00:00;2018-04-04 00:00:00
;INIC;Semestre;1135278;19896918;2012-02-07 00:00:00;2012-02-07 00:00:00;2012-02-13 00:00:00
;INIC ENPT;Semestre;1135269;;2012-02-08 00:00:00;2012-02-08 00:00:00;2012-06-02 00:00:00
;INIC;Seis años;1626209;19879976;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;CCLI;Año;2571484;19879976;2014-08-15 00:00:00;2014-08-15 00:00:00;2014-12-07 00:00:00
;INIC;Año;2523971;19879976;2015-08-08 00:00:00;2015-08-08 00:00:00;2016-05-18 00:00:00
;INIC;Semestre;2995576;19879975;2013-08-09 00:00:00;2013-08-09 00:00:00;2013-10-18 00:00:00
;CTER;Año;2983995;19879975;2013-10-18 00:00:00;2013-10-18 00:00:00;2014-01-10 00:00:00
;CTER;Año;2742808;19879975;2014-03-06 00:00:00;2014-03-06 00:00:00;2015-01-02 00:00:00
;INIC ENPT;Año;2564073;19879975;2014-09-27 00:00:00;2014-09-28 00:00:00;2015-07-08 00:00:00
;INIC SCOR ENPT;;1135227;;2012-02-08 00:00:00;2012-02-08 00:00:00;2012-02-10 00:00:00
;INIC SCOR ENPT;;1135213;;2012-02-08 00:00:00;2012-02-08 00:00:00;2012-02-10 00:00:00
;INIC;Año;2553672;19879975;2015-02-19 00:00:00;2015-02-19 00:00:00;2015-08-06 00:00:00
;INIC;Semestre;2527253;19879975;2015-07-10 00:00:00;2015-07-10 00:00:00;2015-11-20 00:00:00
;INIC;Año;1726460;19879974;2008-01-17 00:00:00;2008-01-17 00:00:00;2008-10-04 00:00:00
;INIC;Año;2995575;19879974;2013-08-09 00:00:00;2013-08-09 00:00:00;2013-10-18 00:00:00
;CTER;Año;2983994;19879974;2013-10-18 00:00:00;2013-10-18 00:00:00;2014-01-10 00:00:00
;INIC;Año;2480348;19879974;2016-07-30 00:00:00;2016-07-30 00:00:00;2017-08-03 00:00:00
;INIC;Mes;1727823;19879971;2007-12-28 00:00:00;2007-12-28 00:00:00;2008-02-07 00:00:00
;INIC;Año;1716312;19879971;2008-06-14 00:00:00;2008-06-14 00:00:00;2008-10-04 00:00:00
;INIC;Seis años;1626199;19879971;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC;Seis años;1626145;19879969;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-09 00:00:00
;INIC;Año;2571490;19879969;2014-08-15 00:00:00;2014-08-15 00:00:00;2015-01-14 00:00:00
;INIC;Seis años;1626108;19879968;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC;Seis años;1626106;19879967;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC;Semestre;1851476;19879966;2004-07-14 00:00:00;2004-07-14 00:00:00;2004-10-09 00:00:00
;INIC ENPT;Año;2564072;19879966;2014-09-27 00:00:00;2014-09-28 00:00:00;2015-07-08 00:00:00
;INIC REAN;Tres años;2444920;19879966;2017-07-30 00:00:00;2017-07-30 00:00:00;2017-09-24 00:00:00
;INIC;Tres años;1784750;19869643;2006-09-23 00:00:00;2006-09-23 00:00:00;2006-12-08 00:00:00
;INIC ENPT;Semestre;1135180;19896550;2012-02-09 00:00:00;2012-02-09 00:00:00;2013-02-28 00:00:00
;COPE ENPT;Semestre;1135166;19876874;2012-02-09 00:00:00;2012-02-09 00:00:00;2013-11-14 00:00:00
;COPE ENPT;Semestre;1135166;19876874;2012-02-09 00:00:00;2013-08-23 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Mes;1135161;19896496;2012-02-09 00:00:00;2012-03-28 00:00:00;2012-03-28 00:00:00
;INIC;Semana;1135133;;2012-02-10 00:00:00;2012-02-18 00:00:00;2012-03-09 00:00:00
;INIC;Semana;1135131;;2012-02-10 00:00:00;2012-02-10 00:00:00;2012-03-09 00:00:00
;INIC;Año;1724706;19869643;2008-02-07 00:00:00;2008-02-07 00:00:00;2008-10-05 00:00:00
;INIC;Seis años;1626105;19869643;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC ENPT;Año;2564071;19869643;2014-09-27 00:00:00;2014-09-28 00:00:00;2015-07-08 00:00:00
;CPRO;Año;2480347;19869643;2016-07-30 00:00:00;2016-07-30 00:00:00;2016-10-23 00:00:00
;INIC;Dos años;2391012;19869643;2018-11-22 00:00:00;2018-11-22 00:00:00;2019-03-29 00:00:00
;INIC;Año;1335627;19869643;2011-08-06 00:00:00;2011-08-06 00:00:00;2012-03-02 00:00:00
;INIC;Semestre;1851474;19879964;2004-07-14 00:00:00;2004-07-14 00:00:00;2004-10-09 00:00:00
;CPRO;Very high;1827258;19879964;2005-02-04 00:00:00;2005-02-04 00:00:00;2005-07-03 00:00:00
;INIC;Seis años;1626093;19879964;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-09 00:00:00
;INIC;Semestre;1853066;19879963;2004-06-11 00:00:00;2004-06-11 00:00:00;2004-07-31 00:00:00
;CPRO;Very high;1827257;19879963;2005-02-04 00:00:00;2005-02-04 00:00:00;2005-07-03 00:00:00
;INIC;Seis años;1626091;19879963;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC;Año;1335629;19879963;2011-08-06 00:00:00;2011-08-06 00:00:00;2012-03-02 00:00:00
;INIC;Semestre;1787417;19879962;2006-09-08 00:00:00;2006-09-08 00:00:00;2006-11-09 00:00:00
;INIC ENPT;Semestre;1134959;19799312;2012-02-11 00:00:00;2012-02-11 00:00:00;2012-03-29 00:00:00
;INIC ENPT;Semestre;1134958;19896507;2012-02-11 00:00:00;2012-02-11 00:00:00;2012-03-29 00:00:00
;INIC ENPT;Semestre;1134958;19896507;2012-02-11 00:00:00;2012-02-11 00:00:00;2012-03-29 00:00:00
;INIC ENPT;Semestre;1134958;19896507;2012-02-11 00:00:00;2012-02-16 00:00:00;2012-03-29 00:00:00
;CPRO ENPT;Trimestre;1134953;19878248;2012-02-11 00:00:00;2012-02-11 00:00:00;2013-09-28 00:00:00
;CPRO ENPT;Trimestre;1134953;19878248;2012-02-11 00:00:00;2012-02-11 00:00:00;2013-09-28 00:00:00
;INIC ENPT;Semestre;1134946;;2012-02-11 00:00:00;2012-02-11 00:00:00;2012-07-12 00:00:00
;CCLI;Año;1726459;19879962;2008-01-17 00:00:00;2008-01-17 00:00:00;2008-07-23 00:00:00
;INIC;;2441277;19879962;2017-08-24 00:00:00;2017-08-24 00:00:00;2017-09-15 00:00:00
;INIC;Mes;2399467;19879962;2018-07-11 00:00:00;2018-07-19 00:00:00;
;INIC ENPT;Trimestre;1134821;19896688;2012-02-12 00:00:00;2012-03-14 00:00:00;2012-03-14 00:00:00
;INIC ENPT;Trimestre;1134821;19896688;2012-02-12 00:00:00;2012-03-14 00:00:00;2012-03-14 00:00:00
;INIC ENPT;Mes;1134790;19876659;2012-02-14 00:00:00;2012-02-14 00:00:00;2012-03-09 00:00:00
;INIC;;1134783;17996644;2012-02-15 00:00:00;2012-02-15 00:00:00;2012-02-15 00:00:00
;INIC;;1134766;19876841;2012-02-15 00:00:00;2012-02-15 00:00:00;2012-02-15 00:00:00
;INIC;;1134725;;2012-02-15 00:00:00;2012-02-15 00:00:00;2012-02-16 00:00:00
;INIC;Año;1726458;19879961;2008-01-17 00:00:00;2008-01-17 00:00:00;2008-08-02 00:00:00
;INIC ENPT;Semestre;1134691;19896691;2012-02-16 00:00:00;2012-02-16 00:00:00;2012-03-12 00:00:00
;CTER ENPT;Seis años;1134688;19878587;2012-02-16 00:00:00;2012-02-16 00:00:00;2015-08-13 00:00:00
;INIC;Año;2571489;19879961;2014-08-15 00:00:00;2014-08-15 00:00:00;2015-01-14 00:00:00
;INIC ENPT;Año;2564070;19879961;2014-09-27 00:00:00;2014-09-28 00:00:00;2015-08-06 00:00:00
;INIC;Año;2523968;19879961;2015-08-08 00:00:00;2015-08-08 00:00:00;2016-05-18 00:00:00
;INIC;Tres años;1784751;19879959;2006-09-23 00:00:00;2006-09-23 00:00:00;2006-12-08 00:00:00
;INIC ENPT;Semestre;1134589;19896432;2012-02-17 00:00:00;2012-02-17 00:00:00;2012-08-23 00:00:00
;INIC;Seis años;1626081;19879959;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC ENPT;Año;1134553;17993350;2012-02-17 00:00:00;2012-02-17 00:00:00;2012-04-21 00:00:00
;INIC ENPT;Año;1134552;17994152;2012-02-17 00:00:00;2012-02-17 00:00:00;2012-04-21 00:00:00
;INIC ENPT;Año;1134550;17994151;2012-02-17 00:00:00;2012-02-17 00:00:00;2012-04-21 00:00:00
;CPRO ENPT;Año;1134380;19884624;2012-02-18 00:00:00;2012-02-18 00:00:00;2012-11-11 00:00:00
;CCLI;Año;1773341;19879958;2007-01-05 00:00:00;2007-01-05 00:00:00;2007-09-09 00:00:00
;INIC;;1133971;19876930;2012-02-22 00:00:00;2012-02-22 00:00:00;2012-02-22 00:00:00
;INIC;;1133969;19876928;2012-02-22 00:00:00;2012-02-22 00:00:00;2012-02-22 00:00:00
;INIC;;1133968;19876927;2012-02-22 00:00:00;2012-02-22 00:00:00;2012-02-22 00:00:00
;INIC;;1133967;19876926;2012-02-22 00:00:00;2012-02-22 00:00:00;2012-02-22 00:00:00
;INIC;;1133966;19876925;2012-02-22 00:00:00;2012-02-22 00:00:00;2012-02-22 00:00:00
;INIC ENPT;Tres años;1133423;;2012-02-25 00:00:00;2012-02-25 00:00:00;2015-12-30 00:00:00
;INIC ENPT;Tres años;1133423;;2012-02-25 00:00:00;2013-04-19 00:00:00;2015-12-30 00:00:00
;INIC ENPT;Semestre;1133419;19873880;2012-02-25 00:00:00;2012-02-25 00:00:00;2012-03-16 00:00:00
;INIC;Seis años;1626077;19879958;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;PLAN ENPT;Semestre;1133130;;2012-02-26 00:00:00;2012-02-26 00:00:00;2012-08-10 00:00:00
;INIC ENPT;Semestre;1133128;17996313;2012-02-26 00:00:00;2012-02-26 00:00:00;2012-06-02 00:00:00
;PLAN ENPT;Semestre;1133126;17997133;2012-02-26 00:00:00;2012-02-26 00:00:00;2012-03-27 00:00:00
;PROY ENPT;Año;1131907;19799262;2012-02-29 00:00:00;2012-02-29 00:00:00;2012-10-03 00:00:00
;PROY ENPT;Semestre;1131351;19797625;2012-03-02 00:00:00;2012-03-02 00:00:00;2012-10-18 00:00:00
;INIC;Semana;1131070;19870365;2012-03-03 00:00:00;2012-03-04 00:00:00;2012-03-04 00:00:00
;INIC ENPT;Mes;1130964;;2012-03-04 00:00:00;2012-03-04 00:00:00;2012-03-31 00:00:00
;INIC;Dos años;2419414;19879958;2018-02-15 00:00:00;2018-02-15 00:00:00;
;CPRO;Mes;1014952;19879958;2017-05-21 00:00:00;2017-05-21 00:00:00;2017-12-20 00:00:00
;INIC;Seis años;1626024;19879957;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-10 00:00:00
;INIC;Año;2571487;19879956;2014-08-15 00:00:00;2014-08-15 00:00:00;2015-01-14 00:00:00
;INIC;Seis años;1626008;19879954;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-09 00:00:00
;INIC ENPT;Año;2564069;19879954;2014-09-27 00:00:00;2014-09-28 00:00:00;2014-12-27 00:00:00
;CTER;Año;1111932;19879954;2012-06-24 00:00:00;2012-06-24 00:00:00;2012-12-13 00:00:00
;INIC;Semestre;1716309;19879953;2008-06-14 00:00:00;2008-06-14 00:00:00;2008-12-05 00:00:00
;COPE;Año;1714801;19879953;2008-07-08 00:00:00;2008-07-08 00:00:00;2010-03-10 00:00:00
;CPRO;Semestre;1702787;19879953;2008-10-23 00:00:00;2008-10-23 00:00:00;2009-03-12 00:00:00
;INIC;Seis años;1625988;19879953;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC;Año;2523967;19879953;2015-08-08 00:00:00;2015-08-08 00:00:00;2016-05-18 00:00:00
;CPRO;Tres años;1714800;19879952;2008-07-08 00:00:00;2008-07-08 00:00:00;2010-09-22 00:00:00
;INIC;Mes;1130761;19799268;2012-03-08 00:00:00;2012-03-08 00:00:00;2012-03-31 00:00:00
;INIC;Mes;1130759;19797283;2012-03-08 00:00:00;2012-03-08 00:00:00;2012-03-14 00:00:00
;INIC;Mes;1130758;19797282;2012-03-08 00:00:00;2012-03-08 00:00:00;2012-03-14 00:00:00
;INIC;Semestre;1130753;19896539;2012-03-08 00:00:00;2012-03-08 00:00:00;2012-03-28 00:00:00
;INIC ENPT;Semestre;1130751;19896497;2012-03-08 00:00:00;2012-03-08 00:00:00;2012-03-28 00:00:00
;CPRO ENPT;Año;1130750;19799284;2012-03-08 00:00:00;2012-03-08 00:00:00;2013-03-08 00:00:00
;INIC ENPT;Mes;1130746;19799316;2012-03-08 00:00:00;2012-03-08 00:00:00;2012-03-31 00:00:00
;INIC;Tres años;2440859;19879952;2017-08-30 00:00:00;2017-09-02 00:00:00;2018-03-04 00:00:00
;INIC ENPT;Año;2564068;19879951;2014-09-27 00:00:00;2014-09-28 00:00:00;2014-12-27 00:00:00
;COPE;Semestre;1787418;19879950;2006-09-08 00:00:00;2006-09-08 00:00:00;2007-01-06 00:00:00
;CCLI;Semestre;1675956;19879950;2009-06-17 00:00:00;2009-06-17 00:00:00;2009-12-18 00:00:00
;INIC;Seis años;1625962;19879950;2010-07-24 00:00:00;2010-07-24 00:00:00;2011-01-07 00:00:00
;INIC;Año;1714797;19879949;2008-07-08 00:00:00;2008-07-08 00:00:00;2010-03-10 00:00:00
;INIC;Año;1714797;19879949;2008-07-08 00:00:00;2008-07-08 00:00:00;2010-03-10 00:00:00
;INIC;Semana;2969205;19879949;2014-02-16 00:00:00;2014-02-16 00:00:00;2014-05-04 00:00:00
;INIC ENPT;Año;2564067;19879949;2014-09-27 00:00:00;2014-09-28 00:00:00;2014-12-27 00:00:00
;INIC;Trimestre;2503911;19879949;2016-01-09 00:00:00;2016-01-09 00:00:00;2016-06-08 00:00:00
;CPRO;Año;2439222;19879949;2017-09-10 00:00:00;2017-09-14 00:00:00;
;INIC;Año;2421624;19879949;2018-01-19 00:00:00;2018-01-25 00:00:00;2019-01-03 00:00:00
;INIC;Mes;2372370;19879949;2019-03-15 00:00:00;2019-03-15 00:00:00;2019-05-08 00:00:00
;CPRO;Tres años;1714796;19879946;2008-07-08 00:00:00;2008-07-08 00:00:00;2010-09-22 00:00:00
;INIC ENPT;Año;2564066;19879946;2014-09-27 00:00:00;2014-09-28 00:00:00;2015-07-08 00:00:00
;INIC;Año;2571486;19879945;2014-08-15 00:00:00;2014-08-15 00:00:00;2015-01-14 00:00:00
;INIC ENPT;Año;2564065;19879945;2014-09-27 00:00:00;2014-09-28 00:00:00;2014-12-27 00:00:00
;CTER;Año;2523966;19879945;2015-08-08 00:00:00;2015-08-08 00:00:00;2015-11-26 00:00:00
;CPRO;Año;2439220;19879945;2017-09-10 00:00:00;2017-09-14 00:00:00;2018-03-04 00:00:00
;INIC;Dos años;2417606;19879945;2018-03-07 00:00:00;2018-03-07 00:00:00;
;CPRO;Mes;1852909;19879944;2004-06-12 00:00:00;2004-06-12 00:00:00;2004-11-06 00:00:00
;INIC;Semestre;1836231;19879944;2005-01-13 00:00:00;2005-01-13 00:00:00;2005-03-08 00:00:00
;CCLI ENPT;Dos años;2439216;19879944;2017-09-10 00:00:00;2017-09-14 00:00:00;2018-07-12 00:00:00
;INIC;Año;1724705;19879943;2008-02-07 00:00:00;2008-02-07 00:00:00;2008-10-04 00:00:00
;INIC;Seis años;1625986;19879943;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC;Seis años;1625978;19879942;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC ENPT;Semestre;1130556;;2012-03-09 00:00:00;2012-03-09 00:00:00;2012-03-14 00:00:00
;INIC;Seis años;1625974;19879941;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
;INIC ENPT;Año;2564063;19879941;2014-09-27 00:00:00;2014-09-28 00:00:00;2014-12-27 00:00:00
;INIC;Año;1724704;19879940;2008-02-07 00:00:00;2008-02-07 00:00:00;2008-10-04 00:00:00
;INIC;Año;1780240;19879939;2006-10-20 00:00:00;2006-10-20 00:00:00;2007-01-06 00:00:00
;INIC;Año;1724703;19879939;2008-02-07 00:00:00;2008-02-07 00:00:00;2008-12-05 00:00:00
;INIC;Año;2439213;19879938;2017-09-10 00:00:00;2017-09-14 00:00:00;2017-09-24 00:00:00
;INIC ENPT;Tres años;1130353;19867818;2012-03-11 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1130351;19867817;2012-03-11 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Tres años;1130350;19867815;2012-03-11 00:00:00;2013-11-14 00:00:00;2013-11-14 00:00:00
;INIC ENPT;Año;1130274;19896465;2012-03-11 00:00:00;2012-03-11 00:00:00;2012-08-25 00:00:00
;INIC ENPT;Año;1130272;19896466;2012-03-11 00:00:00;2012-03-11 00:00:00;2012-08-30 00:00:00
;INIC ENPT;Semestre;1130256;;2012-03-12 00:00:00;2013-05-22 00:00:00;2013-05-22 00:00:00
;PLAN ENPT;Año;1130255;19799495;2012-03-12 00:00:00;2013-09-27 00:00:00;2013-09-27 00:00:00
;INIC ENPT;Semestre;1130254;;2012-03-12 00:00:00;2012-12-26 00:00:00;2012-12-26 00:00:00
;INIC ENPT;Semestre;1130228;19878569;2012-03-13 00:00:00;2012-03-17 00:00:00;2012-04-20 00:00:00
;INIC ENPT;Semestre;1130226;19878568;2012-03-13 00:00:00;2012-03-17 00:00:00;2012-04-20 00:00:00
;PROY ENPT;Semestre;1130224;19896365;2012-03-13 00:00:00;2012-03-17 00:00:00;2014-08-13 00:00:00
;INIC ENPT;Semestre;1130218;19896295;2012-03-13 00:00:00;2012-03-17 00:00:00;2012-10-11 00:00:00
;INIC ENPT;Semestre;1130218;19896295;2012-03-13 00:00:00;2012-03-17 00:00:00;2012-10-11 00:00:00
;INIC ENPT;Año;1130217;19896959;2012-03-13 00:00:00;2012-12-26 00:00:00;2012-12-26 00:00:00
;INIC;Seis años;1625969;19879937;2010-07-24 00:00:00;2010-07-24 00:00:00;2010-09-08 00:00:00
