TIPO DE AVISO;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre
;INIC ENPT;Año;2973355;19891669;2014-01-11 00:00:00;2014-01-11 00:00:00;2015-08-16 00:00:00
;INIC ENPT;Dos años;2520293;17996559;2015-08-30 00:00:00;2015-08-30 00:00:00;2017-03-10 00:00:00
;INIC ENPT;Dos años;2520293;17996559;2015-08-30 00:00:00;2015-08-30 00:00:00;2017-03-10 00:00:00
;INIC ENPT;Dos años;2520290;17996573;2015-08-30 00:00:00;2015-08-30 00:00:00;2017-03-10 00:00:00
;INIC ENPT;Dos años;2520285;17996574;2015-08-30 00:00:00;2015-08-30 00:00:00;2017-03-10 00:00:00
;INIC ENPT;Tres años;2520284;19893336;2015-08-30 00:00:00;2015-08-30 00:00:00;2016-08-30 00:00:00
;INIC ENPT;Mes;2519718;19885297;2015-09-02 00:00:00;2015-09-02 00:00:00;2015-09-16 00:00:00
;INIC;;2519556;17993489;2015-09-03 00:00:00;2015-09-03 00:00:00;2015-09-05 00:00:00
;INIC;Tres años;1330515;19891669;2011-08-19 00:00:00;2011-08-19 00:00:00;2011-09-16 00:00:00
;CTER COND ENPT;Año;2519478;19798836;2015-09-04 00:00:00;2015-09-04 00:00:00;2016-04-21 00:00:00
;INIC COND ENPT CO19;Año;2519459;19862589;2015-09-04 00:00:00;2015-09-04 00:00:00;2016-08-12 00:00:00
;INIC COND ENPT CO19;Año;2519459;19862589;2015-09-04 00:00:00;2015-09-04 00:00:00;2016-08-12 00:00:00
;INIC COND ENPT CO19;Año;2519459;19862589;2015-09-04 00:00:00;2015-09-04 00:00:00;2016-08-12 00:00:00
;INIC ENPT CO19;Dos años;2519433;;2015-09-04 00:00:00;2015-09-04 00:00:00;2016-12-23 00:00:00
;INIC ENPT;Año;2519252;17991195;2015-09-05 00:00:00;2015-09-05 00:00:00;2016-05-13 00:00:00
;INIC ENPT;Año;2519245;17991194;2015-09-05 00:00:00;2015-09-05 00:00:00;2016-02-21 00:00:00
;INIC;Mes;2519162;;2015-09-05 00:00:00;2015-09-05 00:00:00;2015-12-28 00:00:00
;INIC;Mes;2518998;;2015-09-06 00:00:00;2015-09-06 00:00:00;2015-10-16 00:00:00
;INIC ENPT;Año;2518984;;2015-09-06 00:00:00;2015-09-06 00:00:00;2016-03-09 00:00:00
;INIC ENPT;Tres años;2518950;;2015-09-06 00:00:00;2015-09-06 00:00:00;2017-02-15 00:00:00
;CPRO ENPT;Año;2518720;19861724;2015-09-09 00:00:00;2016-01-13 00:00:00;2016-01-13 00:00:00
;INIC ENPT;Año;2973352;19891668;2014-01-11 00:00:00;2014-01-11 00:00:00;2015-07-04 00:00:00
;INIC;Tres años;1330513;19891668;2011-08-19 00:00:00;2011-08-19 00:00:00;2011-09-16 00:00:00
;INIC;Año;2518507;17990367;2015-09-11 00:00:00;2015-09-11 00:00:00;2015-09-20 00:00:00
;INIC ENPT;Año;2518343;17993206;2015-09-13 00:00:00;2015-09-13 00:00:00;2015-11-21 00:00:00
;INIC ENPT;Año;2518337;19873649;2015-09-13 00:00:00;2015-09-13 00:00:00;2016-04-21 00:00:00
;INIC;Mes;2518303;;2015-09-13 00:00:00;2015-09-13 00:00:00;2015-11-14 00:00:00
;INIC ENPT;Mes;2518196;17992921;2015-09-13 00:00:00;2015-09-13 00:00:00;2015-09-26 00:00:00
;INIC ENPT;Año;2518055;17992476;2015-09-16 00:00:00;2015-09-16 00:00:00;2015-12-19 00:00:00
;INIC ENPT;Año;2518009;;2015-09-16 00:00:00;2015-09-16 00:00:00;2016-03-25 00:00:00
;INIC ENPT;Semestre;2517980;17993206;2015-09-17 00:00:00;2015-09-17 00:00:00;2015-11-21 00:00:00
;INIC ENPT;Semestre;2517978;17993205;2015-09-17 00:00:00;2015-09-17 00:00:00;2015-12-26 00:00:00
;INIC ENPT;Semestre;2517938;19885297;2015-09-17 00:00:00;2015-09-17 00:00:00;2016-06-02 00:00:00
;INIC ENPT CO19;Dos años;2517815;;2015-09-18 00:00:00;2015-09-18 00:00:00;2016-09-18 00:00:00
;INIC ENPT;Año;2517788;19885285;2015-09-18 00:00:00;2015-09-18 00:00:00;2015-12-06 00:00:00
;INIC ENPT GRED;Año;2517260;19893297;2015-09-23 00:00:00;2015-09-23 00:00:00;2015-12-23 00:00:00
;INIC ENPT;Trimestre;2517051;19873668;2015-09-25 00:00:00;2015-11-29 00:00:00;2015-11-29 00:00:00
;INIC ENPT;Semana;2517048;17993107;2015-09-25 00:00:00;2015-09-25 00:00:00;2015-10-01 00:00:00
;INIC;;2517047;19795118;2015-09-25 00:00:00;2015-09-26 00:00:00;2015-09-26 00:00:00
;INIC;;2517047;19795118;2015-09-25 00:00:00;2015-09-25 00:00:00;2015-09-26 00:00:00
;INIC ENPT CO19;Tres años;2516583;19795118;2015-09-26 00:00:00;2015-09-26 00:00:00;2016-08-02 00:00:00
;CTER ENPT CO19;Trimestre;2516581;19866481;2015-09-26 00:00:00;2015-09-26 00:00:00;2016-10-13 00:00:00
;INIC ENPT;Año;2516410;17994173;2015-09-27 00:00:00;2015-09-27 00:00:00;2016-02-24 00:00:00
;CTER ENPT CO19;Semestre;2516101;19884121;2015-10-01 00:00:00;2015-10-01 00:00:00;2016-08-23 00:00:00
;INIC ENPT;Tres años;1330512;19891667;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC;Semestre;2515866;17993652;2015-10-02 00:00:00;2015-10-02 00:00:00;2015-10-23 00:00:00
;INIC ENPT;Mes;2515539;19885315;2015-10-04 00:00:00;2015-10-04 00:00:00;2015-11-01 00:00:00
;INIC ENPT;Año;2515398;19797721;2015-10-07 00:00:00;2015-10-07 00:00:00;2016-05-15 00:00:00
;INIC;Mes;2515359;;2015-10-07 00:00:00;2015-10-07 00:00:00;2015-10-10 00:00:00
;INIC ENPT;Año;2515284;;2015-10-08 00:00:00;2015-12-23 00:00:00;2015-12-23 00:00:00
;INIC ENPT;Año;2515159;17992926;2015-10-09 00:00:00;2015-10-09 00:00:00;2016-05-13 00:00:00
;INIC;Semestre;2514684;;2015-10-15 00:00:00;2015-10-15 00:00:00;2016-04-06 00:00:00
;INIC ENPT;Año;2514379;17992922;2015-10-17 00:00:00;2015-10-17 00:00:00;2016-05-13 00:00:00
;INIC ENPT;Año;2514346;19860439;2015-10-18 00:00:00;2015-10-18 00:00:00;2015-12-02 00:00:00
;INIC ENPT GRED;Mes;2514241;17996487;2015-10-21 00:00:00;2015-10-21 00:00:00;2015-12-14 00:00:00
;INIC;Semana;2514225;19868893;2015-10-21 00:00:00;2015-10-21 00:00:00;2015-12-13 00:00:00
;INIC ENPT;Dos años;2513922;17987191;2015-10-24 00:00:00;2015-10-24 00:00:00;2016-11-09 00:00:00
;INIC;Semestre;2513916;19875121;2015-10-24 00:00:00;2015-10-24 00:00:00;2015-11-21 00:00:00
;INIC;Semestre;2513916;19875121;2015-10-24 00:00:00;2015-11-21 00:00:00;2015-11-21 00:00:00
;INIC ENPT;Mes;2513891;;2015-10-24 00:00:00;2015-10-24 00:00:00;2015-12-16 00:00:00
;INIC ENPT;Tres años;1330512;19891667;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Tres años;1330512;19891667;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Tres años;1330511;19891666;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Trimestre;2513544;19876825;2015-10-25 00:00:00;2015-12-28 00:00:00;2015-12-28 00:00:00
;INIC ENPT;Tres años;2513092;19875440;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-24 00:00:00
;INIC COND ENPT;Tres años;2513089;19875441;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-24 00:00:00
;INIC ENPT;Tres años;2513088;19875455;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-09-02 00:00:00
;INIC ENPT;Tres años;2513087;19875456;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-09-23 00:00:00
;INIC ENPT;Tres años;2513086;19875410;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-02 00:00:00
;INIC ENPT;Tres años;2513085;19875411;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-02 00:00:00
;INIC COND ENPT;Tres años;2513083;19875425;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-04 00:00:00
;INIC ENPT;Tres años;2513082;19875426;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-04 00:00:00
;INIC ENPT;Tres años;2513081;19875403;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-10-18 00:00:00
;INIC COND ENPT;Tres años;2513080;19875402;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-10-20 00:00:00
;COPL COND ENPT;Tres años;2513078;19796693;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-02 00:00:00
;COPL COND ENPT;Tres años;2513078;19796693;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-02 00:00:00
;COPL COND ENPT;Tres años;2513077;19796694;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-02 00:00:00
;COPL COND ENPT;Tres años;2513076;19796708;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-02 00:00:00
;COPL COND ENPT;Tres años;2513075;19796709;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-07-16 00:00:00
;CTER COND ENPT;Tres años;2513074;19796723;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-09-05 00:00:00
;CTER COND ENPT;Tres años;2513073;19796724;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-09-06 00:00:00
;CTER ENPT CO19;Año;2513072;19875403;2015-10-26 00:00:00;2015-10-26 00:00:00;2016-12-06 00:00:00
;INIC ENPT;Tres años;2513071;19875440;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513070;19875441;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513069;19875439;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513068;19875442;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513067;19875438;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513066;19875455;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513065;19875456;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513064;19875454;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513063;19875457;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513062;19875453;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Tres años;2513061;19875410;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513060;19875411;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513059;19875409;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513058;19875412;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513057;19875408;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513056;19875425;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513055;19875426;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513054;19875424;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513053;19875427;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513052;19875423;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;INIC ENPT;Tres años;2513051;19875403;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-11-03 00:00:00
;INIC ENPT;Tres años;2513050;19875402;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-11-03 00:00:00
;COPL ENPT;Tres años;2513049;19796693;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-02 00:00:00
;INIC;Tres años;2513048;19796694;2015-10-26 00:00:00;2015-10-26 00:00:00;2017-08-19 00:00:00
;INIC;Tres años;2513047;19796692;2015-10-26 00:00:00;2015-10-26 00:00:00;2017-08-19 00:00:00
;INIC;Tres años;2513046;19796695;2015-10-26 00:00:00;2015-10-26 00:00:00;2017-08-19 00:00:00
;INIC;Tres años;2513045;19796691;2015-10-26 00:00:00;2015-10-26 00:00:00;2017-08-19 00:00:00
;COPL ENPT;Tres años;2513044;19796708;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;COPL ENPT;Tres años;2513043;19796709;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;COPL ENPT;Tres años;2513041;19796710;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;COPL ENPT;Tres años;2513040;19796706;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-08 00:00:00
;CTER ENPT;Tres años;2513039;19796723;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;CTER ENPT;Tres años;2513038;19796724;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;CTER ENPT;Tres años;2513037;19796722;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;CTER ENPT;Tres años;2513036;19796725;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;CTER ENPT;Tres años;2513035;19796721;2015-10-26 00:00:00;2015-10-26 00:00:00;2018-08-23 00:00:00
;INIC ENPT;Año;2513033;19862262;2015-10-26 00:00:00;2016-08-13 00:00:00;2016-08-13 00:00:00
;INIC ENPT;Año;2513033;19862262;2015-10-26 00:00:00;2016-08-13 00:00:00;2016-08-13 00:00:00
;INIC ENPT;Año;2513032;19862260;2015-10-26 00:00:00;2016-08-13 00:00:00;2016-08-26 00:00:00
;INIC ENPT;Año;2513032;19862260;2015-10-26 00:00:00;2016-08-13 00:00:00;2016-08-26 00:00:00
;INIC ENPT;Año;2513031;19862261;2015-10-26 00:00:00;2016-08-13 00:00:00;2016-08-26 00:00:00
;INIC ENPT;Año;2513031;19862261;2015-10-26 00:00:00;2016-08-13 00:00:00;2016-08-26 00:00:00
;INIC ENPT;Tres años;1330511;19891666;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Mes;2512420;19885315;2015-10-29 00:00:00;2015-11-01 00:00:00;2015-11-01 00:00:00
;INIC ENPT;Año;2512214;;2015-10-30 00:00:00;2015-10-30 00:00:00;2016-11-17 00:00:00
;INIC ENPT;Año;2512210;;2015-10-30 00:00:00;2015-10-30 00:00:00;2016-11-17 00:00:00
;COPL ENPT;Dos años;2512095;17995150;2015-10-31 00:00:00;2015-10-31 00:00:00;2017-05-28 00:00:00
;COPE ENPT;Año;2512027;;2015-10-31 00:00:00;2015-10-31 00:00:00;2016-03-04 00:00:00
;INIC ENPT;Año;2512015;17992949;2015-10-31 00:00:00;2015-10-31 00:00:00;2016-03-18 00:00:00
;INIC ENPT;Año;2512000;17993741;2015-10-31 00:00:00;2015-10-31 00:00:00;2016-12-04 00:00:00
;INIC ENPT;Mes;2511904;19863905;2015-11-03 00:00:00;2015-11-03 00:00:00;2015-12-03 00:00:00
;INIC ENPT;Tres años;2511903;19875319;2015-11-03 00:00:00;2015-11-03 00:00:00;2018-06-25 00:00:00
;INIC ENPT;Tres años;2511903;19875319;2015-11-03 00:00:00;2015-11-03 00:00:00;2018-06-25 00:00:00
;INIC ENPT;Mes;2511867;19796088;2015-11-05 00:00:00;2015-11-05 00:00:00;2015-12-10 00:00:00
;INIC ENPT;Mes;2511862;17987518;2015-11-05 00:00:00;2015-11-05 00:00:00;2015-12-13 00:00:00
;INIC ENPT;Tres años;2511747;19874760;2015-11-06 00:00:00;2015-11-06 00:00:00;2018-11-01 00:00:00
;INIC ENPT;Tres años;2511747;19874760;2015-11-06 00:00:00;2015-11-06 00:00:00;2018-11-01 00:00:00
;INIC ENPT;Tres años;2511671;17993514;2015-11-07 00:00:00;2015-11-07 00:00:00;2017-12-12 00:00:00
;INIC ENPT;Tres años;2511555;19875439;2015-11-11 00:00:00;2015-11-11 00:00:00;2018-09-12 00:00:00
;INIC ENPT CO19 GRED;Año;2511537;19863246;2015-11-12 00:00:00;2015-11-12 00:00:00;2016-09-16 00:00:00
;INIC FALL;Semestre;2511516;;2015-11-12 00:00:00;2015-11-12 00:00:00;2016-10-16 00:00:00
;INIC;Tres años;1330510;19891665;2011-08-19 00:00:00;2011-08-19 00:00:00;2011-09-16 00:00:00
;INIC SCOR ENPT;Tres años;2511498;;2015-11-13 00:00:00;2015-11-13 00:00:00;2018-10-10 00:00:00
;INIC ENPT;Año;2511423;17995989;2015-11-13 00:00:00;2015-11-13 00:00:00;2015-12-02 00:00:00
;INIC;Dos años;2511396;;2015-11-14 00:00:00;2015-11-14 00:00:00;2015-11-28 00:00:00
;INIC ENPT GRED;Semestre;2511348;17997117;2015-11-15 00:00:00;2015-11-15 00:00:00;2015-12-23 00:00:00
;INIC ENPT;Semana;2511346;17993653;2015-11-15 00:00:00;2015-11-15 00:00:00;2015-11-21 00:00:00
;INIC REAN;Semana;2511328;;2015-11-15 00:00:00;2015-11-15 00:00:00;2015-11-24 00:00:00
;INIC;Mes;2511311;19873649;2015-11-15 00:00:00;2015-11-17 00:00:00;2015-12-30 00:00:00
;INIC;Mes;2511311;19873649;2015-11-15 00:00:00;2015-11-15 00:00:00;2015-12-30 00:00:00
;INIC ENPT;Semana;2511243;17997235;2015-11-18 00:00:00;2015-11-20 00:00:00;2015-11-21 00:00:00
;INIC ENPT;Tres años;2511199;19880721;2015-11-18 00:00:00;2015-11-18 00:00:00;2016-05-28 00:00:00
;INIC;Tres años;1330510;19891665;2011-08-19 00:00:00;2011-08-19 00:00:00;2011-09-16 00:00:00
;INIC ENPT;Año;2511029;9968419;2015-11-21 00:00:00;2016-10-19 00:00:00;2016-10-19 00:00:00
;INIC ENPT;Año;2510922;19873665;2010-08-12 00:00:00;2015-11-24 00:00:00;2015-12-14 00:00:00
;INIC ENPT;Año;2510921;19873664;2010-08-12 00:00:00;2015-11-24 00:00:00;2015-12-14 00:00:00
;COPL ENPT CO19;Tres años;2510910;17993468;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-07-17 00:00:00
;INIC;Tres años;2510909;19885486;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-05-02 00:00:00
;INIC;Tres años;2510908;19885485;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-05-02 00:00:00
;INIC ENPT;Tres años;2510907;19885490;2015-11-25 00:00:00;2015-11-25 00:00:00;2017-01-07 00:00:00
;INIC ENPT;Tres años;2510905;19885489;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-05-02 00:00:00
;INIC;Tres años;2510903;19885488;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-05-02 00:00:00
;INIC ENPT;Tres años;2510898;19885484;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-05-02 00:00:00
;INIC;Tres años;2510896;19885487;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-05-02 00:00:00
;INIC;Tres años;2510893;19885483;2015-11-25 00:00:00;2015-11-25 00:00:00;2016-05-02 00:00:00
;INIC;Tres años;1330509;19891664;2011-08-19 00:00:00;2011-08-19 00:00:00;2011-09-16 00:00:00
;INIC;Tres años;1330508;19891663;2011-08-19 00:00:00;2011-08-19 00:00:00;2011-09-16 00:00:00
;INIC ENPT;Año;2510276;;2015-11-27 00:00:00;2015-12-23 00:00:00;2015-12-23 00:00:00
;INIC ENPT;Año;2510169;;2015-11-27 00:00:00;2015-11-27 00:00:00;2015-12-23 00:00:00
;INIC ENPT CO19;Año;2510163;17991260;2015-11-27 00:00:00;2015-11-27 00:00:00;2016-10-13 00:00:00
;INIC ENPT CO19;Año;2510163;17991260;2015-11-27 00:00:00;2015-11-27 00:00:00;2016-10-13 00:00:00
;INIC ENPT CO19;Año;2510163;17991260;2015-11-27 00:00:00;2015-11-27 00:00:00;2016-10-13 00:00:00
;INIC ENPT CO19;Tres años;2510150;17986895;2015-11-28 00:00:00;2017-07-26 00:00:00;2017-12-21 00:00:00
;INIC ENPT CO19;Año;2509869;19867950;2015-11-28 00:00:00;2015-11-28 00:00:00;2016-08-30 00:00:00
;INIC ENPT;Año;2509335;;2015-11-29 00:00:00;2015-11-29 00:00:00;2016-03-04 00:00:00
;INIC ENPT;Mes;2509242;17993207;2015-12-02 00:00:00;2015-12-02 00:00:00;2015-12-04 00:00:00
;CTER ENPT CO19;Tres años;2509208;;2015-12-02 00:00:00;2015-12-02 00:00:00;2017-12-21 00:00:00
;INIC ENPT;Año;2509188;19799353;2015-12-02 00:00:00;2015-12-02 00:00:00;2016-04-22 00:00:00
;INIC ENPT;Mes;2509154;;2015-12-03 00:00:00;2015-12-04 00:00:00;2015-12-04 00:00:00
;INIC;Tres años;1330508;19891663;2011-08-19 00:00:00;2011-08-19 00:00:00;2011-09-16 00:00:00
;INIC;Mes;2508837;17996559;2015-12-04 00:00:00;2015-12-20 00:00:00;2015-12-20 00:00:00
;INIC;Tres años;2508809;19863407;2015-12-05 00:00:00;2017-10-20 00:00:00;2018-12-26 00:00:00
;INIC EESP;Seis años;1450818;19795383;2011-04-24 00:00:00;2011-04-24 00:00:00;2016-02-11 00:00:00
;INIC ENPT;Tres años;1330505;19891662;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Tres años;2507306;19866407;2015-12-06 00:00:00;2016-08-29 00:00:00;2016-08-29 00:00:00
;COPE ENPT CO19;Trimestre;2507263;19863866;2015-12-06 00:00:00;2015-12-06 00:00:00;2016-07-17 00:00:00
;CTER ENPT CO19;Tres años;2506233;19797721;2015-12-08 00:00:00;2015-12-08 00:00:00;2016-08-03 00:00:00
;INIC ENPT CO19;Tres años;2506232;19893153;2015-12-08 00:00:00;2015-12-08 00:00:00;2016-10-20 00:00:00
;INIC ENPT;Tres años;1330505;19891662;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;;2505848;19885485;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-18 00:00:00
;INIC;;2505846;17992930;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-20 00:00:00
;INIC;;2505845;17992922;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-20 00:00:00
;INIC;;2505844;17992936;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-20 00:00:00
;INIC;Año;2505843;17992938;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-20 00:00:00
;INIC;;2505842;17992926;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-30 00:00:00
;INIC;;2505840;17992937;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-20 00:00:00
;INIC;;2505839;17992924;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-30 00:00:00
;INIC;;2505838;17992923;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-20 00:00:00
;INIC;;2505837;17987519;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-20 00:00:00
;INIC;;2505836;19859030;2015-12-14 00:00:00;2015-12-14 00:00:00;2015-12-17 00:00:00
;INIC ENPT;Año;2505791;;2015-12-16 00:00:00;2015-12-16 00:00:00;2016-05-21 00:00:00
;INIC;Año;2505790;;2015-12-16 00:00:00;2015-12-16 00:00:00;2016-05-21 00:00:00
;INIC;Mes;2505663;;2015-12-17 00:00:00;2015-12-17 00:00:00;2015-12-23 00:00:00
;INIC ENPT;Tres años;1330504;19891661;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Tres años;1330504;19891661;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Tres años;1330504;19891661;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC;Trimestre;2505596;19880715;2015-12-18 00:00:00;2015-12-18 00:00:00;2016-01-03 00:00:00
;INIC;Trimestre;2505595;19879917;2015-12-18 00:00:00;2015-12-18 00:00:00;2016-04-18 00:00:00
;INIC;Trimestre;2505594;19879916;2015-12-18 00:00:00;2015-12-18 00:00:00;2016-01-03 00:00:00
;INIC;Trimestre;2505593;19879915;2015-12-18 00:00:00;2015-12-18 00:00:00;2016-01-03 00:00:00
;INIC;Trimestre;2505592;19879914;2015-12-18 00:00:00;2015-12-18 00:00:00;2016-01-03 00:00:00
;INIC;Trimestre;2505591;19879913;2015-12-18 00:00:00;2015-12-18 00:00:00;2016-01-03 00:00:00
;INIC;Trimestre;2505590;19879912;2015-12-18 00:00:00;2015-12-18 00:00:00;2016-01-03 00:00:00
;INIC;Año;2505587;;2015-12-18 00:00:00;2015-12-18 00:00:00;2015-12-26 00:00:00
;INIC;Año;2505585;19881149;2015-12-18 00:00:00;2015-12-18 00:00:00;2015-12-26 00:00:00
;INIC;Trimestre;2505508;19892923;2015-12-18 00:00:00;2015-12-19 00:00:00;2016-01-03 00:00:00
;INIC ENPT CO19;Año;2505505;9968406;2015-12-19 00:00:00;2015-12-19 00:00:00;2016-07-10 00:00:00
;INIC;Año;2505495;17993398;2015-12-19 00:00:00;2015-12-19 00:00:00;2015-12-26 00:00:00
;INIC;Mes;1851024;19891660;2004-07-18 00:00:00;2004-11-18 00:00:00;2004-12-19 00:00:00
;INIC ENPT;Tres años;1330501;19891660;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC ENPT;Tres años;1330501;19891660;2011-08-19 00:00:00;2011-08-19 00:00:00;2012-08-16 00:00:00
;INIC;Mes;1851025;19891659;2004-07-18 00:00:00;2004-07-22 00:00:00;2004-12-19 00:00:00
;INIC ENPT;Año;2973345;19891659;2014-01-11 00:00:00;2014-01-11 00:00:00;2015-07-04 00:00:00
;INIC;;2505439;19893258;2015-12-20 00:00:00;2015-12-20 00:00:00;2015-12-20 00:00:00
;INIC;;2505438;19893257;2015-12-20 00:00:00;2015-12-20 00:00:00;2015-12-20 00:00:00
;INIC;;2505437;19893256;2015-12-20 00:00:00;2015-12-20 00:00:00;2015-12-20 00:00:00
;INIC ENPT CO19 GRED;Dos años;2505434;19876646;2015-12-20 00:00:00;2015-12-20 00:00:00;2016-12-30 00:00:00
;CPRO ENPT CO19;Año;2505422;;2015-12-20 00:00:00;2015-12-20 00:00:00;2016-12-23 00:00:00
;CPRO ENPT CO19;Año;2505422;;2015-12-20 00:00:00;2015-12-20 00:00:00;2016-12-23 00:00:00
;INIC ENPT;Año;2505414;19876646;2015-12-20 00:00:00;2015-12-20 00:00:00;2016-12-30 00:00:00
;INIC;Mes;2505399;19866477;2015-12-22 00:00:00;2015-12-22 00:00:00;2015-12-23 00:00:00
;INIC;Mes;2505399;19866477;2015-12-22 00:00:00;2015-12-22 00:00:00;2015-12-23 00:00:00
;INIC;Mes;2505398;19866471;2015-12-22 00:00:00;2015-12-22 00:00:00;2015-12-23 00:00:00
